event_type,return,abs_return,direction
market_open,0.00041476247264382593,0.00041476247264382593,1.0
market_close,-0.002361493205278009,0.002361493205278009,-1.0
postmarket_close,-0.009246874790501791,0.009246874790501791,-1.0
premarket_open,0.0018335320069309269,0.0018335320069309269,1.0
market_open,-0.0006834840159581912,0.0006834840159581912,-1.0
market_close,0.001911326378539524,0.001911326378539524,1.0
postmarket_close,0.0012053013344406338,0.0012053013344406338,1.0
premarket_open,-0.0020626609442060406,0.0020626609442060406,-1.0
market_open,0.0037234273541695284,0.0037234273541695284,1.0
market_close,0.000981214428944055,0.000981214428944055,1.0
postmarket_close,0.0025566941131642817,0.0025566941131642817,1.0
premarket_open,-0.0018323721280985028,0.0018323721280985028,-1.0
market_open,0.006728984399043236,0.006728984399043236,1.0
market_close,0.0018188863396997323,0.0018188863396997323,1.0
postmarket_close,0.0003590060007858664,0.0003590060007858664,1.0
premarket_open,3.3269162388771534e-05,3.3269162388771534e-05,1.0
market_open,0.006088900700762512,0.006088900700762512,1.0
market_close,-0.001741890522734546,0.001741890522734546,-1.0
postmarket_close,-0.003879515887658891,0.003879515887658891,-1.0
premarket_open,0.0012114152591728988,0.0012114152591728988,1.0
market_open,0.0011975251460858427,0.0011975251460858427,1.0
market_close,-0.001475958105212949,0.001475958105212949,-1.0
postmarket_close,0.003872585106609483,0.003872585106609483,1.0
premarket_open,0.0010251169169490648,0.0010251169169490648,1.0
market_open,0.00019464664817170352,0.00019464664817170352,1.0
market_close,0.0013594951124609178,0.0013594951124609178,1.0
postmarket_close,0.00015128846351819547,0.00015128846351819547,1.0
premarket_open,0.00017111618078158308,0.00017111618078158308,1.0
market_open,-0.001959780823443502,0.001959780823443502,-1.0
market_close,-0.0012720225510923777,0.0012720225510923777,-1.0
postmarket_close,0.0016895179969036445,0.0016895179969036445,1.0
premarket_open,-0.0006961827025356859,0.0006961827025356859,-1.0
market_open,0.0005101669923732732,0.0005101669923732732,1.0
market_close,-0.0001232842546839974,0.0001232842546839974,-1.0
postmarket_close,0.000998499940665587,0.000998499940665587,1.0
premarket_open,0.0009808234120458614,0.0009808234120458614,1.0
market_open,-0.0005659331338855322,0.0005659331338855322,-1.0
market_close,-0.002259639464920249,0.002259639464920249,-1.0
postmarket_close,-1.1401226718277258e-07,1.1401226718277258e-07,-1.0
premarket_open,-0.00016219090276425874,0.00016219090276425874,-1.0
market_open,0.005665365786633458,0.005665365786633458,1.0
market_close,0.0018094269321224932,0.0018094269321224932,1.0
postmarket_close,0.003542848912542862,0.003542848912542862,1.0
premarket_open,-7.61515105363042e-05,7.61515105363042e-05,-1.0
market_open,-0.0026543212063644406,0.0026543212063644406,-1.0
market_close,0.0019018579771619137,0.0019018579771619137,1.0
postmarket_close,0.0008280023762490263,0.0008280023762490263,1.0
premarket_open,0.002634165690858614,0.002634165690858614,1.0
market_open,0.002080285219923761,0.002080285219923761,1.0
market_close,0.0016653585505288504,0.0016653585505288504,1.0
postmarket_close,0.0031868145561053662,0.0031868145561053662,1.0
premarket_open,-0.0009769426796601977,0.0009769426796601977,-1.0
market_open,0.002267724818548089,0.002267724818548089,1.0
market_close,0.0015691016624190812,0.0015691016624190812,1.0
postmarket_close,0.0007194299197688103,0.0007194299197688103,1.0
premarket_open,0.0009798704205841169,0.0009798704205841169,1.0
market_open,-0.00031137516777224317,0.00031137516777224317,-1.0
market_close,-3.757820235616993e-05,3.757820235616993e-05,-1.0
postmarket_close,0.0018370536369380908,0.0018370536369380908,1.0
